,game,Genre,ESRB_Rating,Platform,Publisher,Critic_Score,User_Score,Total_Shipped,Year
6808,nba jam extreme,Sports,E,PS,Acclaim Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
6809,bladestorm nightmare,Action,T,PS4,Tecmo Koei,7.192271689340214,8.310770234986945,1.8158729063132706,2015.0
6810,aliens vs predator requiem,Action,T,PSP,Sierra Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
6811,wipeout 3 the game,Party,E10,X360,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2012.0
6812,ragnarok ds,Role Playing,E10,DS,Xseed Games,7.0,8.310770234986945,1.8158729063132706,2010.0
6813,the witch and the hundred knight,Role Playing,T,PS3,NIS America,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
6814,atv quad kings,Racing,E,Wii,Zoo Digital Publishing,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
6815,nickelodeon party blast,Misc,E,XB,Infogrames,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
6816,nhl championship 2000,Sports,E,PS,Fox Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,1999.0
6817,transformers dark of the moon,Action,E10,3DS,Activision,3.0,8.310770234986945,1.8158729063132706,2011.0
6818,lego harry potter years 5 7,Action,E10,PC,Warner Bros. Interactive,9.0,8.310770234986945,1.8158729063132706,2011.0
6819,shellshock nam 67,Shooter,M,XB,Eidos Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
6820,kartia the word of fate,Strategy,E,PS,Atlus,7.9,8.310770234986945,1.8158729063132706,1998.0
6821,csi fatal conspiracy,Adventure,M,Wii,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
6822,the bureau xcom declassified,Shooter,M,X360,2K Games,7.192271689340214,8.310770234986945,1.8158729063132706,2013.0
6823,lego harry potter collection,Action,E10,XOne,Warner Bros. Interactive Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2018.0
6824,all star baseball 2002,Sports,E,GC,Acclaim Entertainment,6.5,8.310770234986945,1.8158729063132706,2001.0
6825,deadly creatures,Action,T,Wii,THQ,6.9,6.8,1.8158729063132706,2009.0
6826,magna carta tears of blood,Role Playing,T,PS2,Atlus,6.1,8.310770234986945,1.8158729063132706,2005.0
6827,pinball hall of fame the williams collection,Misc,E10,PS3,Crave Entertainment,7.5,8.310770234986945,1.8158729063132706,2009.0
6828,lethal skies elite pilot team sw,Simulation,E,PS2,Sammy Corporation,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
6829,zombie army trilogy,Shooter,M,PS4,Rebellion Developments,7.192271689340214,8.310770234986945,0.94,2015.0
6830,shin megami tensei persona,Role Playing,T,PSP,Atlus,7.6,8.310770234986945,1.8158729063132706,2009.0
6831,capcom vs snk,Fighting,T,DC,Capcom,8.8,8.310770234986945,1.8158729063132706,2000.0
6832,return to popolocrois a story of seasons fairytale,Simulation,E10,3DS,Xseed Games,7.0,8.310770234986945,1.8158729063132706,2016.0
6833,from russia with love,Action,T,GC,Electronic Arts,7.3,8.310770234986945,1.8158729063132706,2005.0
6834,lords of the fallen,Role Playing,M,XOne,Namco Bandai Games,7.192271689340214,8.310770234986945,0.74,2014.0
6835,hitman 2,Action Adventure,M,XOne,Warner Bros. Interactive Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2018.0
6836,guitar hero smash hits,Misc,T,PS2,Activision,6.9,8.310770234986945,1.8158729063132706,2009.0
6837,ncaa basketball 09,Sports,E,X360,EA Sports,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
6838,nfl quarterback club 2002,Sports,E,PS2,Acclaim Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
6839,yu gi oh gx spirit caller american sales,Misc,E,DS,Konami,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
6840,danganronpa another episode ultra despair girls,Shooter,M,PSV,NIS America,7.192271689340214,8.310770234986945,1.8158729063132706,2015.0
6841,kirbys star stacker,Puzzle,E,GB,Nintendo,7.192271689340214,8.310770234986945,1.8158729063132706,1997.0
6842,puss in boots,Misc,E10,Wii,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
6843,ben 10 alien force vilgax attacks,Action,E10,X360,D3 Publisher,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
6844,judgment,Action Adventure,M,PS4,Sega,7.192271689340214,8.310770234986945,1.8158729063132706,2019.0
6845,imagine detective,Simulation,E,DS,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
6846,growlanser heritage of war,Role Playing,T,PS2,Atlus,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
6847,tropico 3,Strategy,T,X360,Kalypso,7.7,8.310770234986945,1.8158729063132706,2010.0
6848,rugby 2004,Sports,E,PS2,EA Sports,5.0,8.310770234986945,1.8158729063132706,2003.0
6849,disneys magical quest starring mickey and minnie,Action,E,GBA,Nintendo,6.1,8.310770234986945,1.8158729063132706,2002.0
6850,hasbro family game night,Misc,E,DS,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
6851,korg ds 10 synthesizer,Misc,E,DS,Xseed Games,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
6852,nba 06,Sports,E,PSP,Sony Computer Entertainment,7.2,8.310770234986945,1.8158729063132706,2005.0
6853,warriors orochi 4,Action,T,PS4,Koei Tecmo,8.5,8.310770234986945,1.8158729063132706,2018.0
6854,night in the woods,Adventure,T,PC,Unknown,8.8,8.310770234986945,0.22,2017.0
6855,naruto ninja council,Platform,E10,GBA,D3 Publisher,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
6856,wreckless the yakuza missions,Racing,T,PS2,Activision,6.4,8.310770234986945,1.8158729063132706,2002.0
6857,nfl 2k3,Sports,E,GC,Sega,9.0,8.310770234986945,1.8158729063132706,2002.0
6858,hidden mysteries buckingham palace,Puzzle,E,DS,GameMill,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
6859,saltwater sportfishing,Sports,E,PS,Take Two Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
6860,yoshi touch amp go jp sales,Platform,E,DS,Nintendo,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
6861,samurai jack the amulet of time,Platform,T,GBA,BAM! Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
6862,mysims party,Simulation,E,Wii,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
6863,jackie chan stuntmaster,Action,T,PS,Midway Games,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
6864,sports car gt,Racing,E,PS,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,1999.0
6865,big league sports,Sports,E,X360,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
6866,hunted the demons forge,Role Playing,M,X360,Bethesda Softworks,6.0,8.310770234986945,1.8158729063132706,2011.0
6867,afrika,Adventure,E10,PS3,Natsume,6.0,8.0,1.8158729063132706,2009.0
6868,scooby doo mystery mayhem,Adventure,E,GC,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
6869,american idol,Misc,E,GBA,Codemasters,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
6870,summer athletics the ultimate challenge others sales,Sports,E,Wii,Conspiracy Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
6871,britneys dance beat,Misc,E,GBA,THQ,6.3,8.310770234986945,1.8158729063132706,2002.0
6872,pass the pigs,Misc,E,DS,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
6873,shrek superslam,Action,E10,GC,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
6874,wipeout 3 the game,Party,E10,3DS,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2012.0
6875,gi joe the rise of cobra,Action,T,Wii,Electronic Arts,4.8,8.310770234986945,1.8158729063132706,2009.0
6876,harry potter and the deathly hallows part 2,Action,E10,DS,Electronic Arts,4.55,8.310770234986945,1.8158729063132706,2011.0
6877,herdy gerdy,Adventure,E,PS2,Eidos Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
6878,super luckys tale,Platform,E,XOne,Microsoft Studios,6.5,8.310770234986945,1.8158729063132706,2017.0
6879,jewel quest expeditions,Puzzle,E,DS,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
6880,armored core v,Simulation,T,X360,Namco Bandai,7.192271689340214,8.310770234986945,1.8158729063132706,2012.0
6881,ufc personal trainer the ultimate fitness system,Sports,E,PS3,THQ,4.5,8.310770234986945,1.8158729063132706,2011.0
6882,over g fighters,Simulation,T,X360,Ubisoft,5.1,8.310770234986945,1.8158729063132706,2006.0
6883,nba in the zone 2000,Sports,E,PS,Konami,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
6884,dark summit,Sports,T,PS2,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
6885,anarchy reigns,Action,M,PS3,Sega,7.192271689340214,8.310770234986945,1.8158729063132706,2013.0
6886,cabelas big game hunter ultimate challenge,Sports,T,PS,Activision Value,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
6887,rampage total destruction,Action,E10,Wii,Midway Games,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
6888,tron evolution battle grids,Racing,E10,Wii,Disney Interactive Studios,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
6889,the dukes of hazzard return of the general lee,Racing,E,PS2,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
6890,ufc undisputed 2010,Fighting,T,PSP,THQ,7.7,8.310770234986945,1.8158729063132706,2010.0
6891,pandemonium,Platform,E,PS,Crystal Dynamics,5.8,8.310770234986945,1.8158729063132706,1996.0
6892,petz rescue wildlife vet,Simulation,E,Wii,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
6893,namco museum 50th anniversary,Misc,E10,GC,Namco,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
6894,crash n burn,Racing,T,PS2,Eidos Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
6895,eve valkyrie,Shooter,T,PS4,Sony Interactive Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2016.0
6896,mlb 10 the show,Sports,E,PSP,Sony Computer Entertainment,7.0,8.310770234986945,1.8158729063132706,2010.0
6897,nba,Sports,E,PSP,Sony Computer Entertainment,6.4,7.2,1.8158729063132706,2005.0
6898,teenage mutant ninja turtles smash up,Fighting,E10,PS2,Ubisoft,7.2,8.310770234986945,1.8158729063132706,2009.0
6899,atelier escha amp logy alchemists of the dusk sky,Role Playing,E10,PS3,Tecmo Koei,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
6900,star trek the game,Action Adventure,T,X360,Namco Bandai Games,7.192271689340214,8.310770234986945,1.8158729063132706,2013.0
6901,disaster report,Action,T,PS2,Agetec,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
6902,heroes of ruin,Role Playing,RP,3DS,Square Enix,6.6,8.310770234986945,1.8158729063132706,2012.0
6903,backyard nfl football 09,Sports,E,Wii,Atari,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
6904,college hoops 2k7,Sports,E,X360,2K Sports,7.9,8.310770234986945,1.8158729063132706,2006.0
6905,phantasy star 0,Role Playing,E10,DS,Sega,7.5,8.310770234986945,0.21,2009.0
6906,ncaa march madness 08,Sports,E,X360,EA Sports,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
6907,speed racer the videogame,Racing,E,PS2,Warner Bros. Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
6908,towerfall ascension,Platform,E10,PC,Matt Makes Games Inc.,9.0,8.310770234986945,0.21,2014.0
6909,bratz forever diamondz,Action,E,GC,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
6910,wcw backstage assault,Fighting,T,PS,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
6911,wild wild racing,Racing,E,PS2,Interplay,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
6912,the bards tale,Role Playing,T,PS2,inXile Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
6913,the magic school bus oceans,Adventure,E,DS,Scholastic Inc.,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
6914,hannah montana the movie,Adventure,E,X360,Disney Interactive Studios,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
6915,senran kagura peach beach splash,Action,M,PS4,Xseed Games,7.192271689340214,7.6,1.8158729063132706,2017.0
6916,robotech the macross saga,Shooter,E,GBA,TDK Mediactive,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
6917,mtv celebrity deathmatch,Fighting,M,XB,Gotham Games,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
6918,sbk x superbike world championship,Racing,E10,PS3,Deep Silver,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
6919,ys viii lacrimosa of dana,Role Playing,T,PS4,NIS America,8.5,6.7,1.8158729063132706,2017.0
6920,lost planet 3,Shooter,T,PS3,Capcom,7.192271689340214,8.310770234986945,0.28,2013.0
6921,petz horse club,Misc,E,Wii,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
6922,conflict zone,Strategy,T,PS2,Ubisoft,5.3,8.310770234986945,1.8158729063132706,2002.0
6923,madden nfl 07,Sports,E,DS,EA Sports,6.9,8.310770234986945,1.8158729063132706,2006.0
6924,high school musical 3 senior year dance,Misc,E,X360,Disney Interactive Studios,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
6925,tom clancys splinter cell blacklist,Action Adventure,M,PC,Ubisoft,8.9,8.310770234986945,1.8158729063132706,2013.0
6926,yoostar2,Misc,T,X360,Unknown,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
6927,bloodrayne,Shooter,M,XB,Majesco,7.3,8.310770234986945,1.8158729063132706,2002.0
6928,just dance 2018,Music,E10,XOne,Ubisoft,8.0,8.310770234986945,1.8158729063132706,2017.0
6929,wheres waldo the fantastic journey,Adventure,E,DS,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
6930,the con,Fighting,T,PSP,Sony Computer Entertainment,6.8,8.310770234986945,1.8158729063132706,2005.0
6931,nhl 2k6,Sports,E10,XB,2K Sports,7.3,8.310770234986945,1.8158729063132706,2005.0
6932,marvel super hero squad,Adventure,E10,PSP,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
6933,homefront the revolution,Shooter,M,XOne,Deep Silver,7.192271689340214,8.310770234986945,1.8158729063132706,2016.0
6934,tenchu return from darkness,Action,M,XB,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
6935,world poker tour,Misc,E,PS2,2K Sports,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
6936,neo contra,Shooter,M,PS2,Konami,6.9,8.310770234986945,1.8158729063132706,2004.0
6937,tony hawks american sk8land,Sports,E,DS,Activision,8.7,8.310770234986945,1.8158729063132706,2005.0
6938,mvp baseball,Sports,E,PSP,Electronic Arts,6.6,8.310770234986945,1.8158729063132706,2005.0
6939,bound by flame,Action,M,PS4,Focus Home Interactive,7.192271689340214,8.310770234986945,0.17,2014.0
6940,hasbro family game night 3,Misc,E,X360,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
6941,fate,Action,T,NS,Xseed Games,8.0,8.310770234986945,1.8158729063132706,2017.0
6942,prince of persia revelations,Adventure,M,PSP,Ubisoft,6.3,8.310770234986945,1.8158729063132706,2005.0
6943,imagine boutique owner,Simulation,E,DS,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
6944,radiant historia perfect chronology,Role Playing,T,3DS,Atlus,8.1,8.310770234986945,1.8158729063132706,2018.0
6945,lego marvels avengers,Action,E10,PC,Warner Bros. Interactive Entertainment,7.192271689340214,8.310770234986945,0.21,2016.0
6946,the bigs 2,Sports,E10,X360,2K Sports,6.55,8.310770234986945,1.8158729063132706,2009.0
6947,frogger 3d,Action,E,3DS,Konami,7.0,8.310770234986945,1.8158729063132706,2011.0
6948,50 cent blood on the sand,Shooter,M,X360,THQ,7.3,8.310770234986945,1.8158729063132706,2009.0
6949,viewtiful joe 2,Action,T,PS2,Capcom,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
6950,quake iii revolution,Shooter,M,PS2,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
6951,pac man world 3,Platform,E,PS2,Namco,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
6952,bass pro shops the strike,Sports,E,X360,XS Games,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
6953,naruto clash of ninja jp sales,Fighting,T,GC,D3 Publisher,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
6954,robotech battlecry,Shooter,T,XB,TDK Mediactive,7.2,8.310770234986945,1.8158729063132706,2002.0
6955,fifa 16,Sports,E,PC,EA Sports,8.5,8.310770234986945,1.8158729063132706,2015.0
6956,pro evolution soccer 2012,Sports,E,Wii,Konami,7.3999999999999995,8.310770234986945,1.8158729063132706,2011.0
6957,hbo boxing,Fighting,E,PS,Acclaim Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
6958,cursed mountain,Adventure,M,Wii,Deep Silver,6.3,8.310770234986945,1.8158729063132706,2009.0
6959,darkwatch,Shooter,M,XB,Capcom,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
6960,ninja gaiden dragon sword,Action,T,DS,Tecmo,8.0,8.310770234986945,1.8158729063132706,2008.0
6961,bratz girlz really rock,Action,E,Wii,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
6962,de blob 2,Platform,E,PS3,THQ,7.5,8.310770234986945,1.8158729063132706,2011.0
6963,the chronicles of narnia prince caspian,Role Playing,E10,DS,Disney Interactive Studios,6.3,8.310770234986945,1.8158729063132706,2008.0
6964,a boy and his blob,Platform,E,Wii,Majesco,7.9,8.310770234986945,1.8158729063132706,2009.0
6965,tekken 3d prime edition,Fighting,T,3DS,Namco Bandai,6.5,8.310770234986945,1.8158729063132706,2012.0
6966,maximo vs army of zin,Platform,T,PS2,Capcom,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
6967,the fairly oddparents breakin da rules,Platform,E,GC,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
6968,the legend of spyro the eternal night,Platform,E10,Wii,Sierra Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
6969,age of empires mythologies,Strategy,E10,DS,THQ,8.2,8.310770234986945,1.8158729063132706,2008.0
6970,order up,Misc,E,Wii,Zoo Games,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
6971,summoner 2,Role Playing,T,PS2,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
6972,the land before time big water adventure,Platform,E,PS,TDK Mediactive,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
6973,you dont know jack,Misc,T,Wii,THQ,8.0,8.310770234986945,1.8158729063132706,2011.0
