,game,Genre,ESRB_Rating,Platform,Publisher,Critic_Score,User_Score,Total_Shipped,Year
18343,la noire a slip of the tongue,Adventure,M,PSN,Rockstar Games,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18344,la noire a slip of the tongue,Adventure,M,XBL,Rockstar Games,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18345,la noire nicholson electroplating,Adventure,M,PSN,Rockstar Games,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18346,la noire nicholson electroplating,Adventure,M,XBL,Rockstar Games,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18347,la noire reefer madness,Adventure,M,PSN,Rockstar Games,6.0,8.310770234986945,1.8158729063132706,2011.0
18348,la noire reefer madness,Adventure,M,XBL,Rockstar Games,6.0,8.310770234986945,1.8158729063132706,2011.0
18349,la noire the naked city,Adventure,M,PSN,Rockstar Games,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18350,la noire the naked city,Adventure,M,XBL,Rockstar Games,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18351,la rush,Racing,T,PC,Midway Games,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
18352,la cops,Shooter,M,PC,Team17 Software,7.192271689340214,8.310770234986945,1.8158729063132706,2015.0
18353,la cops,Shooter,M,OSX,Team17 Software,7.192271689340214,8.310770234986945,1.8158729063132706,2015.0
18354,la cops,Shooter,M,And,Team17 Software,7.192271689340214,8.310770234986945,1.8158729063132706,2015.0
18355,la mulana,Platform,E10,WW,Unknown,7.192271689340214,8.310770234986945,0.19,1989.0
18356,labyrinth,Puzzle,E,PSN,Big Ben Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18357,land of the dead road to fiddlers green,Shooter,M,PC,Groove Games,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
18358,lander,Simulation,E,PC,Sony Computer Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,1999.0
18359,landit bandit,Platform,E10,PSN,Unknown,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18360,landstalker,Role Playing,E,VC,Sega,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18361,lara croft and the guardian of light,Adventure,T,PSN,Square Enix,8.5,8.310770234986945,0.55,2010.0
18362,lara croft and the guardian of light,Adventure,T,XBL,Square Enix,8.6,8.310770234986945,0.55,2010.0
18363,lara croft and the temple of osiris,Action,T,XOne,Square Enix,7.192271689340214,8.310770234986945,0.16,2014.0
18364,larry bonds harpoon 4,Strategy,E,PC,Unknown,7.192271689340214,8.310770234986945,1.8158729063132706,1970.0
18365,las vegas cool hand,Misc,E,GB,Take Two Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,1998.0
18366,las vegas tycoon,Strategy,T,PC,Simon & Schuster Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
18367,last bronx,Fighting,T,PC,Sega,7.192271689340214,8.310770234986945,1.8158729063132706,1998.0
18368,last gladiators digital pinball,Misc,E,SAT,Time Warner Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
18369,lawnmower racing mania 2007,Racing,E,XB,VU Games,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18370,lawnmower racing mania 2007,Racing,E,PC,VU Games,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
18371,lazy raiders,Action,E,XBL,Sarbakan,7.8,8.310770234986945,1.8158729063132706,2010.0
18372,le mans 24 hours,Racing,E,PC,Infogrames,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
18373,le tour de france 2009,Sports,E,XBL,Focus Home Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18374,lead and gold gangs of the wild west,Shooter,M,PC,Paradox Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18375,lead and gold gangs of the wild west,Shooter,M,PSN,Paradox Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18376,lead and gold gangs of the wild west,Shooter,M,XBL,Unknown,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18377,lead the meerkats,Simulation,E10,WW,Lapland Studio,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18378,league bowling,Sports,E10,PSN,SNK Playmore,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18379,league bowling psp,Sports,E10,PSN,SNK Playmore,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18380,league of legends,Strategy,T,PC,THQ,8.0,8.310770234986945,1.8158729063132706,2009.0
18381,learn math advanced,Misc,E,DS,DreamCatcher Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18382,learn to play chess with fritz amp chesster,Misc,E,PC,Viva Media,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
18383,learn to play chess with fritz amp chesster 2 chess in the black castle,Misc,E,PC,Viva Media,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
18384,learn to play chess with fritz amp chesster 3 chess for winners,Misc,E,PC,Viva Media,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
18385,learning with the pooyoos episode 1,Misc,EC,WW,Lexis Numerique,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18386,learning with the pooyoos episode 1,Misc,EC,PSN,Lexis Numerique,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18387,learning with the pooyoos episode 2,Misc,EC,WW,Lexis Numerique,7.0,8.310770234986945,1.8158729063132706,2010.0
18388,learning with the pooyoos episode 2,Misc,EC,PSN,Unknown,7.0,8.310770234986945,1.8158729063132706,2010.0
18389,learning with the pooyoos episode 3,Misc,EC,WW,Lexis Numerique,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18390,learning with the pooyoos episode 3,Misc,EC,PSN,Unknown,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18391,leedmees,Puzzle,E,XBL,Konami,6.5,8.310770234986945,1.8158729063132706,2011.0
18392,left 4 dead 2 dead air,Shooter,M,PC,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18393,left 4 dead 2 the passing,Shooter,M,PC,Valve,6.0,8.310770234986945,1.8158729063132706,2010.0
18394,left 4 dead 2 the passing,Shooter,M,XBL,Electronic Arts,6.0,8.310770234986945,1.8158729063132706,2010.0
18395,left 4 dead 2 the sacrifice,Shooter,M,PC,Valve,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18396,left 4 dead 2 the sacrifice,Shooter,M,XBL,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18397,left 4 dead crash course,Shooter,M,XBL,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18398,left 4 dead crash course,Shooter,M,PC,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18399,left 4 dead survival pack,Shooter,M,XBL,Valve,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18400,left 4 dead survival pack,Shooter,M,PC,Valve,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18401,legacy of kain soul reaver,Adventure,M,DC,Eidos Interactive,9.1,8.310770234986945,1.8158729063132706,2000.0
18402,legacy of kain soul reaver,Action,M,PSN,Sony Computer Entertainment,8.850000000000001,8.310770234986945,1.8158729063132706,2009.0
18403,legend of hero tonma,Platform,E,VC,Irem Software Engineering,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18404,legend of illusion starring mickey mouse,Platform,E,GG,Sega,7.192271689340214,8.310770234986945,1.8158729063132706,1995.0
18405,legend of kay anniversary,Action,E10,PS3,Nordic Games,6.5,8.310770234986945,1.8158729063132706,2015.0
18406,legend of kay anniversary,Action,E10,X360,Nordic Games,6.5,8.310770234986945,1.8158729063132706,2015.0
18407,legend of kay anniversary,Action,E10,PC,Nordic Games,6.5,8.310770234986945,1.8158729063132706,2015.0
18408,legend of kunoichi,Action,E,PSN,Sony Computer Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18409,legend of mana,Role Playing,T,PSN,Sony Computer Entertainment,7.8,8.310770234986945,1.0,2011.0
18410,legend of the dragon,Fighting,T,PS2,Game Factory,2.9,8.310770234986945,1.8158729063132706,2007.0
18411,legend of the river king,Sports,E,GB,Natsume,7.192271689340214,8.310770234986945,1.8158729063132706,1998.0
18412,legendary wars t rex rumble,Strategy,E10,DSiW,Interplay,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18413,legends of exidia,Role Playing,E10,DSiW,Gameloft,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18414,legends of war pattons campaign,Strategy,T,PSN,Unknown,8.2,8.310770234986945,1.8158729063132706,2011.0
18415,lego alpha team,Action,E,GB,LEGO Media,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
18416,lego alpha team,Action,E,PC,LEGO Media,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
18417,lego batman the video game,Action,E10,PSN,Warner Bros. Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18418,lego batman the video game,Adventure,E10,XBL,Warner Bros. Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18419,lego creator,Strategy,E,PC,LEGO Media,7.192271689340214,8.310770234986945,1.8158729063132706,1998.0
18420,lego creator harry potter,Strategy,E,PC,LEGO Media,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
18421,lego creator knights kingdom,Strategy,E,PC,LEGO Media,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
18422,lego harry potter years 1 4,Adventure,E10,PSN,Warner Bros. Interactive,7.900000000000001,8.310770234986945,1.8158729063132706,2010.0
18423,lego indiana jones the original adventures,Adventure,E10,PSN,LucasArts,7.6,8.310770234986945,1.8158729063132706,2009.0
18424,lego island 2 the bricksters revenge,Adventure,E,GB,LEGO Media,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
18425,lego island 2 the bricksters revenge,Adventure,E,PC,LEGO Media,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
18426,lego loco,Strategy,E,PC,LEGO Media,7.192271689340214,8.310770234986945,1.8158729063132706,1998.0
18427,lego marvel super heroes 2,Action,E10,PC,Warner Bros. Interactive Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
18428,lego racers,Racing,E,PC,LEGO Media,7.192271689340214,8.310770234986945,1.8158729063132706,1999.0
18429,lego racers,Racing,E,GB,LEGO Media,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
18430,lego rock raiders,Strategy,E,PC,LEGO Media,7.192271689340214,8.310770234986945,1.8158729063132706,1999.0
18431,lego star wars iii the clone wars psp,Action,E10,PSN,LucasArts,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18432,lego star wars the complete saga,Action,E10,XBL,LucasArts,7.933333333333334,8.310770234986945,1.8158729063132706,2009.0
18433,lego the hobbit,Action Adventure,E10,OSX,Warner Bros. Interactive Entertainment,7.0,8.310770234986945,1.8158729063132706,2014.0
18434,lego universe,Role Playing,RP,PC,Unknown,7.192271689340214,8.310770234986945,1.8158729063132706,1970.0
18435,lemmings,Puzzle,E,PSN,Sony Computer Entertainment,6.5,8.310770234986945,1.8158729063132706,2006.0
18436,lemmings amp oh no more lemmings,Puzzle,E,PS,Psygnosis,7.192271689340214,8.310770234986945,1.8158729063132706,1998.0
18437,lemmings amp oh no more lemmings,Puzzle,E,GB,Take Two Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
18438,lemmings psp,Puzzle,E,PSN,Sony Computer Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18439,lemmings paintball,Action,E,PC,Psygnosis,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
18440,lemonade tycoon,Strategy,E,PC,Hexacto Games,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
18441,lemonade tycoon 2 new york edition,Strategy,E,PC,Mumbo Jumbo,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
18442,lemony snickets a series of unfortunate events,Platform,E,PC,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
18443,lets catch,Sports,E,WW,Sega,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18444,lets create pottery,Simulation,E,DSiW,Infinite Dreams Inc.,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18445,lets golf,Sports,E,PSN,Gameloft,5.0,8.310770234986945,1.8158729063132706,2009.0
18446,lets golf,Sports,E,DSiW,Gameloft,5.0,8.310770234986945,1.8158729063132706,2010.0
18447,lets ride dreamer,Adventure,E,PC,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
18448,lets sing 2016,Music,T,Wii,Ravenscourt,7.192271689340214,8.310770234986945,1.8158729063132706,2015.0
18449,libera wing,Strategy,E,DSiW,Pixel Federation,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18450,life force,Shooter,E,VC,Konami,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18451,light crusader,Role Playing,E,GEN,Sega,7.192271689340214,8.310770234986945,1.8158729063132706,1995.0
18452,light crusader,Role Playing,E,VC,Sega,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18453,liight,Puzzle,E,WW,Unknown,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18454,lil monster,Simulation,E,GB,Agetec,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
18455,lilt line,Racing,E,WW,Gaijin Entertainment,6.2,8.310770234986945,1.8158729063132706,2010.0
18456,limbo,Platform,T,XBL,Microsoft Game Studios,9.0,8.310770234986945,1.8158729063132706,2011.0
18457,limbo,Platform,T,PSN,Unknown,9.0,8.310770234986945,1.8158729063132706,2011.0
18458,limbo of the lost,Adventure,T,PC,Tri Synergy,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18459,line rider 2 unbound,Puzzle,E,PC,"Genius Products, Inc.",5.0,8.310770234986945,1.8158729063132706,2008.0
18460,lineage ii goddess of destruction,Role Playing,T,PC,Unknown,7.192271689340214,8.310770234986945,1.8158729063132706,1970.0
18461,lineage ii the chaotic chronicle,Role Playing,T,PC,NCSoft,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
18462,linger in shadows,Puzzle,E,PSN,Sony Computer Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
18463,link n launch,Puzzle,E,DSiW,Nintendo,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18464,links extreme,Sports,T,PC,Microsoft,7.192271689340214,8.310770234986945,1.8158729063132706,1999.0
18465,lit,Puzzle,E10,WW,WayForward,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18466,little farm,Puzzle,E,PC,Mumbo Jumbo,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
18467,little nicky,Action,T,GB,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
18468,little red riding hoods zombie bbq,Shooter,T,DSiW,Gammick Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18469,little shop of treasures,Puzzle,E,PC,GameHouse,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18470,little shop of treasures 2,Puzzle,E,PC,GameHouse,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18471,little tournament over yonder,Strategy,E,WW,Gevo Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18472,littlebigplanet,Platform,E,PSN,Sony Computer Entertainment,8.6,9.2,1.8158729063132706,2011.0
18473,littlebigplanet psp,Platform,E,PSN,Sony Music Entertainment,8.7,8.310770234986945,1.8158729063132706,2009.0
18474,littlebigplanet 2 special edition,Platform,E,PS3,Sony Computer Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18475,littlest pet shop,Simulation,E,DSiW,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18476,lizzie mcguire on the go,Action,E,GBA,Disney Interactive Studios,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
18477,loaded,Shooter,M,PS,Interplay,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
18478,loaded,Shooter,M,SAT,Interplay,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
18479,locoroco,Platform,E,PSN,Sony Computer Entertainment,8.1,8.310770234986945,1.8158729063132706,2008.0
18480,locoroco 2,Platform,E,PSN,Sony Computer Entertainment,8.6,8.310770234986945,1.8158729063132706,2009.0
18481,locoroco cocoreccho,Platform,E,PSN,Sony Computer Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18482,locoroco midnight carnival,Platform,E,PSN,Sony Computer Entertainment,7.1,8.310770234986945,1.8158729063132706,2009.0
18483,lode runner,Puzzle,E,VC,Hudson Soft,7.0,8.310770234986945,1.8158729063132706,2007.0
18484,lode runner,Puzzle,E,XBL,Microsoft,7.0,8.310770234986945,1.8158729063132706,2009.0
18485,loki heroes of mythology,Role Playing,M,PC,DreamCatcher Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18486,london 2012 the official video game of the olympic games,Sports,E,PC,Sega,5.0,8.310770234986945,1.8158729063132706,2012.0
18487,longbow 2,Simulation,T,PC,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,1997.0
18488,lonpos,Puzzle,E,WW,Nintendo,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18489,looksleys line up,Puzzle,E,DSiW,Nintendo,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18490,looney tunes racing,Racing,E,GB,Atari,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
18491,looney tunes carrot crazy,Platform,E,GB,Infogrames,7.192271689340214,8.310770234986945,1.8158729063132706,1999.0
18492,looney tunes space race,Racing,E,DC,Infogrames,7.8,8.310770234986945,1.8158729063132706,2000.0
18493,looney tunes twouble,Platform,E,GB,Infogrames,7.192271689340214,8.310770234986945,1.8158729063132706,1999.0
18494,lord of arcana,Role Playing,M,PSN,Square Enix,5.1,8.310770234986945,1.8158729063132706,2011.0
18495,lord of the rings tactics,Strategy,T,PSN,Electronic Arts,6.9,8.310770234986945,1.8158729063132706,2009.0
18496,lords of everquest,Strategy,T,PC,Sony Online Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2003.0
18497,lords of the realm ii,Strategy,T,PC,Sierra Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
18498,lords of thunder,Shooter,E,VC,Hudson Soft,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
18499,lords of thunder,Shooter,E,SCD,Hudson Soft,7.192271689340214,8.310770234986945,1.8158729063132706,1993.0
18500,lost cities,Misc,E,XBL,Sierra Online,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
18501,lost eden,Adventure,E,3DO,Virgin Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,1995.0
18502,lost eden,Adventure,E,PC,Virgin Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,1995.0
18503,lost empire immortals,Strategy,E,PC,Paradox Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
18504,lost island hidden object game,Puzzle,E,WW,Ateam,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18505,lost odyssey dungeon pack seeker of the deep,Role Playing,T,XBL,Microsoft,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
18506,lost planet extreme condition colonies edition,Shooter,T,PC,Capcom,7.8,8.310770234986945,1.8158729063132706,2008.0
18507,lost planet extreme condition colonies edition,Shooter,T,XBL,Capcom,7.8,8.310770234986945,1.8158729063132706,2009.0
18508,lost secrets caribbean explorer secrets of the sea,Puzzle,E,PC,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18509,lost sphear,Role Playing,E10,PC,Square Enix,6.25,8.310770234986945,1.8158729063132706,2018.0
18510,lost vikings 2,Puzzle,E,SNES,Interplay,7.192271689340214,8.310770234986945,1.8158729063132706,1997.0
18511,lostwinds,Platform,E,WW,Frontier Developments,8.2,8.310770234986945,1.8158729063132706,2008.0
18512,lostwinds winter of the melodias,Platform,E,WW,Frontier Developments,8.6,8.310770234986945,1.8158729063132706,2009.0
18513,love cupid,Shooter,E,PSN,Sony Computer Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18514,love isin bloom the flower shop garden,Adventure,E,DS,Storm City Games,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18515,lovely planet,Action,E10,Linux,TinyBuild Games,7.192271689340214,8.310770234986945,0.18,2014.0
18516,lovely planet,Action,E10,OSX,TinyBuild Games,7.192271689340214,8.310770234986945,0.18,2014.0
18517,lucha fury,Action,T,PSN,Unknown,3.0,8.310770234986945,1.8158729063132706,2010.0
18518,lucha fury,Action,RP,PC,Unknown,3.0,8.310770234986945,1.8158729063132706,2010.0
18519,lucha fury,Action,T,XBL,Mindscape,3.0,8.310770234986945,1.8158729063132706,2011.0
18520,lucha libre aaa heroes del ring,Fighting,T,PSP,Unknown,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18521,lucha libre aaa heroes del ring,Fighting,T,Wii,Unknown,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18522,lucha libre aaa heroes del ring,Fighting,T,DSiW,Unknown,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18523,lucidity,Platform,E,XBL,LucasArts,7.0,8.310770234986945,1.8158729063132706,2009.0
18524,lucidity,Platform,E,PC,LucasArts,7.0,8.310770234986945,1.8158729063132706,2009.0
18525,luciennes quest,Role Playing,E,3DO,Panasonic Interactive Media,7.192271689340214,8.310770234986945,1.8158729063132706,1995.0
18526,lucinda greens equestrian challenge,Sports,E,PS2,Red Mile Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
18527,lufia amp the fortress of doom,Role Playing,E,VC,Unknown,7.192271689340214,8.310770234986945,1.8158729063132706,1993.0
18528,lufia ii rise of the sinistrals,Role Playing,E,SNES,Natsume,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
18529,lufia the legend returns,Role Playing,E,GB,Natsume,7.192271689340214,8.310770234986945,1.8158729063132706,2001.0
18530,lumines,Puzzle,E,PC,WildTangent,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18531,lumines live,Puzzle,E,XBL,Q Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
18532,lumines plus,Puzzle,E,PS2,Disney Interactive Studios,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18533,lumines supernova,Puzzle,E,PSN,Q Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
18534,lunar pool,Sports,E,VC,D4 Enterprise,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18535,lunar eternal blue,Role Playing,E,SCD,Working Designs,8.9,8.310770234986945,1.8158729063132706,1995.0
18536,lunar silver star harmony,Role Playing,T,PSN,Xseed Games,7.9,8.310770234986945,1.8158729063132706,2010.0
18537,luv me buddies wonderland,Misc,E,WiiU,O2 Games,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
18538,luxor,Puzzle,E,PC,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
18539,luxor 2,Puzzle,E,XBL,United Developers,5.5,8.310770234986945,1.8158729063132706,2007.0
18540,luxor 2,Puzzle,E,PC,Mumbo Jumbo,5.5,8.310770234986945,1.8158729063132706,2006.0
18541,luxor 3,Puzzle,E,PC,Mumbo Jumbo,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
18542,luxor adventures,Puzzle,E,PC,Mumbo Jumbo,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18543,luxor amun rising,Puzzle,E,PC,Mac Play,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
18544,luxor mahjong,Puzzle,E,PC,Mumbo Jumbo,7.192271689340214,8.310770234986945,1.8158729063132706,2006.0
18545,luxor pharaohs challenge,Puzzle,E,PSN,Mumbo Jumbo,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18546,luxor pharaohs challenge,Puzzle,E,PS2,Mumbo Jumbo,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18547,luxor pharaohs challenge,Puzzle,E,PSP,Mumbo Jumbo,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18548,luxor quest for the afterlife,Puzzle,E,PC,Mumbo Jumbo,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
18549,luxor the wrath of set,Puzzle,E,PSN,Mumbo Jumbo,7.192271689340214,8.310770234986945,1.8158729063132706,2010.0
18550,luxury liner tycoon,Strategy,E,PC,Global Star Software,7.192271689340214,8.310770234986945,1.8158729063132706,2004.0
18551,m amp ms mini madness,Platform,E,GB,Majesco,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
18552,mampms adventure,Adventure,E,Wii,Zoo Digital Publishing,7.192271689340214,8.310770234986945,1.8158729063132706,2008.0
18553,mampms adventure,Adventure,E,PS2,Zoo Digital Publishing,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18554,mampms break em,Puzzle,E,DS,DSI Games,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18555,mampms break em,Puzzle,E,GBA,DSI Games,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18556,mozox space salvager,Shooter,E,PSN,Unknown,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18557,musha metallic uniframe super hybrid armor,Shooter,E,VC,Sega,7.192271689340214,8.310770234986945,1.8158729063132706,2009.0
18558,maboshis arcade,Puzzle,E,WW,Nintendo,8.5,8.310770234986945,1.8158729063132706,2008.0
18559,mach rider,Racing,E,VC,Nintendo,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18560,machine head,Shooter,T,SAT,Eidos Interactive,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
18561,mad blocker alpha revenge of the fluzzles,Puzzle,E,PSN,Unknown,7.192271689340214,8.310770234986945,1.8158729063132706,2011.0
18562,mad dog ii the lost gold,Shooter,T,SCD,American Laser Games,7.192271689340214,8.310770234986945,1.8158729063132706,1994.0
18563,mad dog mccree,Shooter,T,PC,Digital Leisure Inc.,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
18564,mad tracks,Racing,E,XBL,D3 Publisher,7.192271689340214,8.310770234986945,1.8158729063132706,2007.0
18565,madballs in babo invasion,Shooter,E10,PC,Playbrains,7.5,8.310770234986945,1.8158729063132706,2009.0
18566,madballs in babo invasion,Shooter,E10,XBL,Microsoft,7.5,8.310770234986945,1.8158729063132706,2009.0
18567,madden 96,Sports,E,GG,Black Pearl,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
18568,madden 96,Sports,E,GB,Black Pearl,7.192271689340214,8.310770234986945,1.8158729063132706,1995.0
18569,madden 97,Sports,E,GB,Black Pearl,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
18570,madden nfl 06,Sports,E,PC,EA Sports,8.35,8.310770234986945,1.8158729063132706,2005.0
18571,madden nfl 07,Sports,E,PC,EA Sports,8.5,8.310770234986945,1.8158729063132706,2006.0
18572,madden nfl 10,Sports,E,PSN,Electronic Arts,8.15,8.310770234986945,1.8158729063132706,2009.0
18573,madden nfl 11,Sports,E,PSN,EA Sports,7.833333333333335,8.310770234986945,1.8158729063132706,2010.0
18574,madden nfl 12,Sports,E,3DS,EA Sports,7.533333333333334,8.310770234986945,1.8158729063132706,2011.0
18575,madden nfl 12,Sports,E,PS2,EA Sports,7.533333333333334,8.310770234986945,1.8158729063132706,2011.0
18576,madden nfl 2000,Sports,E,GB,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,1999.0
18577,madden nfl 2000,Sports,E,PC,EA Sports,7.192271689340214,8.310770234986945,1.8158729063132706,1999.0
18578,madden nfl 2001,Sports,E,GB,EA Sports,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
